Nome;Prazo;Responsável;Criado por;Grupo;Serviço
;;;;;;

Checklist Mensal Fiorino - RJE2H71;em 30 dias;Luiz Alexandre;Mayra Pena;04.03.03. Logística / Transporte / Veículos / Fiorino RJE2H71;não especificada;
Cotação Pneus - RJE2H71;em 15 dias;Alessandra Santos;Mayra Pena;04.03.03. Logística / Transporte / Veículos / Fiorino RJE2H71;não especificada;
limpeza Fiorino - RJE2H71;em 1 dia;Luiz Alexandre;Mayra Pena;04.03.03. Logística / Transporte / Veículos / Fiorino RJE2H71;não especificada;
Manutenção Corretiva - RJE2H71;em 1 dia;Luiz Alexandre;Mayra Pena;04.03.03. Logística / Transporte / Veículos / Fiorino RJE2H71;não especificada;
Manutenção Preventiva - RJE2H71;em 1 dia;Luiz Alexandre;Mayra Pena;04.03.03. Logística / Transporte / Veículos / Fiorino RJE2H71;não especificada;
Revisão Periódica - RJE2H71;em 15 dias;Luiz Alexandre;Mayra Pena;04.03.03. Logística / Transporte / Veículos / Fiorino RJE2H71;não especificada;

Checklist Mensal Fiorino - RKC5B80;em 30 dias;Luiz Alexandre;Mayra Pena;04.03.04. Logística / Transporte / Veículos / Fiorino RKC5B80;não especificada;
Cotação Pneus - RKC5B80;em 15 dias;Alessandra Santos;Mayra Pena;04.03.04. Logística / Transporte / Veículos / Fiorino RKC5B80;não especificada;
limpeza Fiorino - RKC5B80;em 7 dias;Luiz Alexandre;Mayra Pena;04.03.04. Logística / Transporte / Veículos / Fiorino RKC5B80;não especificada;
Manutenção Corretiva - RKC5B80;em 1 dia;Luiz Alexandre;Mayra Pena;04.03.04. Logística / Transporte / Veículos / Fiorino RKC5B80;não especificada;
